university_name,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,year
Loughborough University,33.4,63.9,32.7,24.7,40.7,-,"13,951",15.9,22,2013
Massey University,19.2,73.3,19.2,37.6,66,-,"19,101",16.8,15,2013
National Autonomous University of Mexico,31,33.2,31.6,24.6,36,-,"137,378",11.6,5,2013
National Central University,25.2,27.9,26.5,38.3,84.8,-,"10,915",9.8,6,2013
National Taiwan University of Science and Technology (Taiwan Tech),26.8,18.8,42.5,33.1,46.8,-,"7,446",17.4,11,2013
"National University of Ireland, Maynooth",25.7,69.2,23.9,28.1,30.8,-,"7,653",28,11,2013
Paris Dauphine University,22,57.6,12.7,50.6,29.4,-,"9,565",15.4,28,2013
Polytechnic University of Valencia,21,26.1,12.1,59.4,39.3,-,"33,172",13.6,7,2013
Southern Methodist University,18.6,35.2,9,67.3,-,-,,,0,2013
Temple University,37.2,20.1,18.8,43.3,-,-,"33,268",13.3,5,2013
University of Aveiro,21,48.7,21.1,49,39.9,-,"10,791",17.8,10,2013
University of Duisburg-Essen,24.4,50.2,14.7,54.7,41.1,-,"36,051",46.6,11,2013
University of Ferrara,19.2,41.4,13,58.5,37.7,-,"18,882",30.2,7,2013
University of Hertfordshire,13.4,77.2,9.1,63.1,28.9,-,"19,665",19.4,27,2013
University of Houston,37.5,32.6,25,35,35.7,-,"40,325",43.7,9,2013
University of JyvÌ_skylÌ_,24.3,49.7,15.8,44.6,71.2,-,"9,703",15.2,5,2013
University of KwaZulu-Natal,21.9,56.2,20.2,40,28.5,-,"30,572",24.9,6,2013
University of LiÌ¬ge,21.9,67.8,16.9,48.4,55.9,-,"20,951",25.9,23,2013
University of Minho,17.6,44.1,19.7,51.2,32.2,-,"19,090",18.8,9,2013
University of Modena and Reggio Emilia,17.3,30,16.6,58.5,32.3,-,"19,693",25.3,6,2013
University of Oklahoma,36.8,24.2,17.8,42.9,33.9,-,,,0,2013
University of Porto,26.2,43.2,21.1,50.2,36.2,-,"32,720",18.8,9,2013
University of Salento,29.1,28.4,21.3,40.6,51.3,-,"19,959",58.4,1,2013
University of Stirling,18.2,63.7,23.7,50.3,29.8,-,"7,828",15.9,22,2013
University of Strathclyde,26.3,63,21.6,33,35.8,-,"15,705",20.2,20,2013
University of Surrey,31.1,80.4,25,21.6,45.4,-,"12,063",16.6,38,2013
University of Tartu,18.6,42.4,27.4,52.4,30.1,-,"10,269",13,3,2013
University of Tasmania,19.5,68.4,17.5,47.2,44.8,-,"18,340",23.8,21,2013
University of Technology Sydney,20.7,74.7,21.5,34.7,33.9,-,"24,519",44.1,31,2013
University of Texas at San Antonio,17.3,28.6,17.6,66.2,32.2,-,"27,520",26.9,6,2013
"University of the Andes, Colombia",15.5,53,11.4,68.2,28.4,-,"15,773",16.9,2,2013
University of Valencia,17.2,40.8,14.5,62.8,32.5,-,"58,413",15.4,9,2013
University of Vigo,19.4,26.9,9.5,63.7,36.6,-,"22,793",19,3,2013
University of Warsaw,23.2,39.8,18.4,54,27.9,-,"49,292",14.1,7,2013
University of Wyoming,18.6,28.1,24.2,47.5,30.9,-,,,0,2013
Waseda University,28.9,32.8,21.3,37.8,30.8,-,"52,316",16.9,8,2013
California Institute of Technology,94.4,65.8,98.2,99.8,91.2,94.9,"2,243",6.9,27,2014
Harvard University,95.3,66.2,98.5,99.1,40.6,93.9,"20,152",8.9,25,2014
University of Oxford,89,90.2,98.5,95.4,90.3,93.9,"19,919",11.6,34,2014
Stanford University,94.7,68,96.8,99.1,61.3,93.8,"15,596",7.8,22,2014
Massachusetts Institute of Technology,92.9,82,89,100,94.3,93,"11,074",9,33,2014
Princeton University,89.9,59.6,97.6,99.7,80.5,92.7,"7,929",8.4,27,2014
University of Cambridge,90.6,86.7,95.3,95.7,52.8,92.3,"18,812",11.8,34,2014
"University of California, Berkeley",83.2,57.3,97.5,99.3,59.5,89.8,"36,186",16.4,15,2014
University of Chicago,85.6,58.6,88.2,98,-,87.8,"14,221",6.9,21,2014
Imperial College London,84.5,91.8,88.1,90,72.3,87.5,"15,060",11.7,51,2014
Yale University,89.5,57.6,90.5,93.5,38.7,87.4,"11,751",4.4,20,2014
"University of California, Los Angeles",84.8,46.4,91,95.6,-,86.3,"38,206",10.3,15,2014
Columbia University,86.6,68,79.1,95.6,-,85.2,"25,055",5.9,28,2014
ETH Zurich ‰ÛÒ Swiss Federal Institute of Technology Zurich,77.6,96.7,88.2,85,78.8,84.5,"18,178",14.7,37,2014
Johns Hopkins University,75.7,59.3,85.1,95,100,83.7,"15,128",3.6,23,2014
University of Pennsylvania,79.8,40.6,81.2,95,45.2,81,"20,376",6.5,20,2014
Duke University,73.9,50,73,96.7,100,79.3,"15,172",4.8,17,2014
University of Michigan,70,49.5,86.2,90.8,53.5,79.2,"41,786",9,16,2014
Cornell University,72.1,55.6,83.8,90.8,35.8,79.1,"21,424",10.2,19,2014
University of Toronto,73.6,70,81.5,84.5,45.8,78.3,"66,198",19.5,15,2014
University College London,70.5,90.2,77.5,84.1,46.8,77.6,"26,607",10.7,46,2014
Northwestern University,70.2,34.4,76,97.1,61.9,77.1,"18,334",13.8,15,2014
University of Tokyo,84.7,29.6,88,69.8,56.7,76.4,"26,199",5.7,10,2014
Carnegie Mellon University,63.1,58.1,77.4,93.9,52.5,76,"11,885",13.1,35,2014
University of Washington,65.6,43.2,69.2,95.6,43.1,73.4,"44,020",11.8,13,2014
National University of Singapore,68,94.3,77.8,66.4,64.3,72.4,"31,592",15.5,34,2014
University of Texas at Austin,64.7,42.4,69,91.3,59.6,72.2,"49,427",17.4,9,2014
Georgia Institute of Technology,59.4,67.8,68.6,87.9,71.3,71.6,"19,967",20.1,26,2014
University of Illinois at Urbana-Champaign,66,41.1,78.9,79.4,-,71.4,"42,727",18.7,20,2014
University of Wisconsin-Madison,69.8,32.3,67.7,87.2,51.2,71.1,"39,655",10.8,11,2014
University of British Columbia,59.9,84.2,67.9,83.7,43.1,70.8,"50,152",17.6,25,2014
London School of Economics and Political Science,65.2,81.7,74.2,69.2,43.6,69.8,,,0,2014
"University of California, Santa Barbara",47.8,61.8,58.2,99.4,86.7,68.4,"22,020",27.3,11,2014
University of Melbourne,57.1,81.3,64.2,80.2,65.1,68.2,"40,128",23.7,35,2014
McGill University,61.5,77.8,68.1,74.5,40.8,68.1,"31,326",13.7,23,2014
Karolinska Institute,58.1,73.2,67.7,76,68.7,67.8,"7,774",11.5,22,2014
Ìäcole Polytechnique FÌ©dÌ©rale de Lausanne,52.9,98.2,48.3,95.9,49.2,67.7,"9,666",10.5,54,2014
King‰Ûªs College London,56.2,86,56.8,87.6,38.3,67.6,"21,394",11.4,37,2014
University of Edinburgh,56.6,81.5,56.9,87.6,42.5,67.5,"25,774",14.1,36,2014
New York University,65.4,41.8,58.4,87.9,29.9,67.4,"42,056",6.8,19,2014
"University of California, San Diego",52,35.6,63,96.7,48.4,67.4,"27,233",6.5,11,2014
Washington University in St Louis,59.5,44.6,52.9,96.4,-,67.2,"12,528",5.7,17,2014
University of Hong Kong,61.6,80.3,69.9,61.5,56.9,65.3,"19,835",17.6,38,2014
Seoul National University,76.4,29.4,79.2,47.3,86,65.2,"26,389",13.9,10,2014
Peking University,72.3,60.6,58.1,62.8,99.9,65,"40,148",8.3,14,2014
University of Minnesota,61.4,31.7,62.7,81.2,-,64.9,"46,825",18,13,2014
University of North Carolina at Chapel Hill,57.6,35,55.3,90.2,39.1,64.5,"26,518",7.3,8,2014
Australian National University,51.8,91.4,65.1,71.2,44.8,64.4,"14,604",19.2,35,2014
Pennsylvania State University,55.3,33.7,65.9,79.4,60,64.2,"44,501",12.4,12,2014
Boston University,56.5,44.2,46.1,95.3,31.1,63.5,"24,789",8.6,17,2014
Tsinghua University,66.8,42.6,65.9,59.9,99.9,63.5,"39,763",13.7,10,2014
Brown University,55.4,37.7,52,91.3,33.5,63.2,"8,653",10.1,19,2014
Kyoto University,69.5,27.5,69.5,58.2,78.7,63.2,"22,809",5.6,7,2014
"University of California, Davis",55.5,53.7,56.4,81.2,51.3,63.2,"35,364",13.9,13,2014
LMU Munich,55.4,56.3,54.1,83.3,41.4,63.1,"35,691",15.5,13,2014
Korea Advanced Institute of Science and Technology (KAIST),65.6,34.3,60,67,100,62.9,"9,027",10,9,2014
Hong Kong University of Science and Technology,52.4,77,59.7,72.3,58.5,62.5,"11,385",23.8,36,2014
University of Manchester,54.5,80.9,52.2,77.3,40.8,62.3,"34,938",15.3,34,2014
Ohio State University,58.3,48.1,52.9,79.4,47.7,62,"51,462",13.4,12,2014
Pohang University of Science and Technology,54.2,33.8,49,85.7,100,61.7,"3,055",10.1,4,2014
KU Leuven,48.6,58.6,59.9,72.9,99.9,61.3,"42,503",41.9,18,2014
Purdue University,53.7,60.6,62.5,67,-,60.7,"39,256",18.1,22,2014
The University of Queensland,43.4,79.7,58,73.3,61,59.9,"34,718",32.7,27,2014
University of GÌ_ttingen,45.1,51.5,48.8,89.6,41.2,59.9,"25,581",25.6,12,2014
Rice University,44.1,67.7,35.5,99.9,35.2,59.8,"6,333",9,26,2014
Ìäcole Normale SupÌ©rieure,54.6,67.1,37.1,87,44.7,59.8,"2,400",7.9,20,2014
Leiden University,41.9,58.5,53.2,84.2,49.8,59.4,"21,222",17.1,10,2014
Heidelberg University,57.8,61.3,44.8,76,42.1,59.2,"28,881",24.5,17,2014
Delft University of Technology,55.8,74.2,67.3,47.2,100,59.1,"15,920",19.4,25,2014
University of Southern California,58.7,43.4,43.2,81.2,34.6,59,"36,534",12.9,20,2014
Ìäcole Polytechnique,46.3,86.1,40.5,82.3,74,59,"2,429",4.8,30,2014
University of Sydney,47.4,84.8,55.4,66.6,66.3,58.8,"41,868",20.2,28,2014
Erasmus University Rotterdam,37.8,66.6,53.3,81.2,56,58.1,"20,580",18.9,18,2014
University of Basel,39.1,91.1,41,81.4,98.5,57.7,"12,551",17.3,24,2014
Utrecht University,36.3,49.2,54.7,82,85.6,57.7,"30,779",15.4,7,2014
Nanyang Technological University,37.7,91,54.3,67.5,100,57.2,"25,028",16.2,33,2014
Wageningen University and Research Center,43.1,78.3,44.3,74.1,100,56.8,"9,248",17,21,2014
University of Pittsburgh,48.6,29.4,45.4,84.4,39.4,56.7,"26,485",5.8,10,2014
University of Bristol,39.6,75,41.2,84.9,38,56.3,"17,906",14,25,2014
Durham University,38.3,76.8,38.3,88.2,35.3,56.1,"15,489",15.7,24,2014
Emory University,50.4,42.4,31.6,90.8,43.2,56.1,"12,338",4.5,18,2014
Tufts University,46.7,43.4,32.1,93.9,39.1,56.1,"10,410",10,14,2014
Michigan State University,50,52.6,49.1,71.5,32,55.9,"44,750",15.7,15,2014
University of Amsterdam,38.3,58.3,54.1,75,50.2,55.9,"24,570",14.4,11,2014
Ghent University,41,49.5,48.9,74.9,94.6,55.5,"32,166",34.1,9,2014
Free University of Berlin,43.8,58.7,58,64.8,34.4,55.3,"33,062",39.3,20,2014
Technical University of Munich,48.2,63.1,35.2,80.7,50.1,55.2,"35,565",31.5,20,2014
Case Western Reserve University,51,35.4,38.6,82.8,-,55,"9,259",6.4,17,2014
Vanderbilt University,46.8,28.6,38.7,86.5,51,55,"12,161",3.6,10,2014
University of Notre Dame,41.2,47.5,34.7,91.8,31.2,54.7,"11,829",13.8,10,2014
Monash University,42.5,78.3,48.9,65.4,67,54.6,"50,882",40.5,36,2014
McMaster University,35.3,68,42.7,79.4,86.9,54.5,"23,823",19.3,15,2014
"University of California, Irvine",37.1,36.4,40.8,89.7,44.9,54.1,"26,614",16.1,16,2014
Humboldt University of Berlin,45.6,54.4,48.7,68.4,-,53.8,"29,987",52.5,16,2014
University of Rochester,42.8,50.7,29.9,89.7,41.4,53.6,"9,390",4.5,26,2014
Pierre and Marie Curie University,50.2,65.5,26.7,82.3,34.4,53.5,"27,862",8.7,18,2014
University of Colorado Boulder,34.2,40.5,33.3,97.3,-,53.4,"29,325",16.1,8,2014
Maastricht University,33.1,89.1,47.1,65.8,98.2,52.9,"15,626",18.9,48,2014
University of Groningen,36,53,48.6,71.1,87.6,52.9,"24,556",25.6,12,2014
University of Helsinki,35.5,51.3,46.5,77.8,30.7,52.6,"23,505",15.1,6,2014
University of York,31.7,73.6,33.2,89.4,33.3,52.6,,,0,2014
"Royal Holloway, University of London",30.4,92.6,21.2,97.5,33.1,52.5,"8,747",15.9,37,2014
"Rutgers, the State University of New Jersey",43.4,31.4,50.1,70.4,35.4,52.4,"37,032",17.3,8,2014
Stockholm University,28.6,53.4,41.4,88.7,31.5,52.4,"31,715",23.7,8,2014
University of Arizona,39.4,38,44.4,74.6,82.3,52.4,"36,429",12.7,8,2014
Eindhoven University of Technology,37.3,68.7,47.9,63.6,100,52.3,"8,176",16,14,2014
University of Montreal,45.7,75.6,42.9,59.3,90.9,52.3,"38,264",20.3,25,2014
"University of Maryland, College Park",39,42.4,37.2,84.4,32.1,52.2,"31,331",8.4,9,2014
Chinese University of Hong Kong,45.5,66.9,54.7,52.4,46.4,52,"17,916",10.2,22,2014
University of Alberta,44.6,70.1,47.8,59.3,46.8,52,"36,299",21.6,23,2014
Uppsala University,38.9,57.8,49.7,66.4,40.5,51.9,"25,266",18.2,12,2014
University of Sheffield,40.6,71.6,38.1,72.4,42.7,51.8,"23,311",15.5,31,2014
University of Virginia,49.7,30.2,33.9,77.5,49.4,51.8,"23,845",10.2,12,2014
Paris-Sud University,35.9,62,32.1,86.3,28.8,51.7,"27,603",15,17,2014
Queen Mary University of London,31,88,29.2,87,37.7,51.7,"14,260",14,40,2014
University of New South Wales,38.8,83.5,50.1,58,52.6,51.7,"38,309",25.9,33,2014
KTH Royal Institute of Technology,45,86.2,41.6,55.6,100,51.6,"12,062",14.6,21,2014
Technical University of Denmark,38.9,77.4,26.9,78.7,98.7,51.6,"9,990",5,18,2014
University of Glasgow,34.5,73.7,36.6,79.2,40.8,51.6,"22,616",16,29,2014
University of St Andrews,36.9,88.8,32.2,77.3,40.3,51.6,"8,338",12.7,47,2014
University of Sussex,29.5,80.1,32.2,86.3,31.3,51.2,"12,001",17.4,35,2014
University of Zurich,38,85.5,29.8,78.1,39.2,51.2,"26,583",6.5,19,2014
Lund University,30.1,67.4,48.6,72,33.5,51.1,"28,251",11.5,15,2014
University of Geneva,31.4,96.7,33.9,77.2,38.3,51,"15,668",15,39,2014
Tokyo Institute of Technology,52.4,32.1,51.4,52,67.5,50.8,"9,586",7.3,13,2014
Dartmouth College,38.5,32.7,34.5,83.6,42.3,50.5,"6,178",6.6,16,2014
University of Cape Town,26.3,77.2,31,84.6,85.6,50.5,"20,040",12.1,18,2014
University of Florida,48,30.9,49.9,59.9,-,50.4,"50,095",18.7,9,2014
RWTH Aachen University,40.4,55.5,31.3,76,73.9,50.3,"37,917",27.6,16,2014
Trinity College Dublin,33.1,85.9,25.2,85.4,30.8,50.3,"15,521",18,25,2014
Radboud University Nijmegen,29.7,58.6,46.1,73.1,42.5,50.2,"17,713",13,10,2014
Indiana University,45.8,38.3,37,71.5,-,50.1,"62,468",13.6,13,2014
University of Lausanne,27.3,84.5,39.7,74.5,52.7,50.1,"11,964",13.1,22,2014
University of Massachusetts,40.7,33.1,38.9,74.6,52,50.1,"56,959",13,11,2014
Boston College,26.3,54.4,26.4,96.2,49.4,50,"13,216",17.4,19,2014
"University of California, Santa Cruz",25.9,39.4,29.1,99.9,-,49.9,"17,404",22.7,1,2014
Lancaster University,34.8,81.2,32.6,75.4,32.2,49.7,"11,512",14.9,33,2014
Aarhus University,30.7,67.2,46.4,65.8,67.5,49.6,"23,895",13.6,14,2014
Colorado School of Mines,22.7,47.3,27.2,97.1,74.8,49.5,"5,287",18.2,12,2014
University of Leeds,34.9,68.5,38.2,71.3,42.1,49.5,"27,703",14.7,21,2014
University of Warwick,39.8,82.9,42.4,58.7,34.6,49.4,"18,529",16.6,37,2014
National Taiwan University,47.1,27.3,58.3,47.8,47.1,49.2,"31,891",11.9,7,2014
University of Utah,39.4,25.5,36.1,76.6,61.3,49.1,"25,674",16.9,9,2014
Osaka University,52.5,27.6,47.6,50.4,71.2,49,"23,144",7.8,9,2014
VU University Amsterdam,33.1,49.2,38.8,74.1,59.8,49,"23,280",16.3,6,2014
Arizona State University,33.8,28.6,35.9,83.6,31.4,48.9,"83,236",29.9,9,2014
University of Southampton,33.2,79.1,31.4,75.4,38.6,48.9,"20,925",13.5,29,2014
"University of California, Riverside",25.9,62.2,25.8,91.8,37.6,48.7,"20,626",22,12,2014
University of Exeter,29.2,76.7,32.8,78.3,37.2,48.7,"17,755",18.8,28,2014
Tohoku University,51.8,29.3,48.1,47.3,85.9,48.5,"17,200",5,7,2014
University of Copenhagen,33.9,76,32,73.1,43,48.5,"27,545",4.1,19,2014
University of Freiburg,40.1,55.9,28.4,71.8,86.6,48.4,"26,467",31.2,16,2014
University of Birmingham,42.8,72.2,39.6,57.5,36.7,48.3,"25,295",16.4,23,2014
Karlsruhe Institute of Technology,39,61.9,33.6,64.8,83,48,"25,294",24.6,16,2014
Joseph Fourier University,39.1,57.1,27.6,75.6,36.1,47.8,"16,130",12.1,13,2014
Ìäcole Normale SupÌ©rieure de Lyon,37.1,63.3,35.2,67.7,30,47.5,"2,218",8,14,2014
University of Bern,38.9,78.5,31.4,64.3,45.1,47.4,"14,708",22.5,14,2014
University of Nottingham,38.4,70.3,36.3,62.3,39.2,47.4,"30,144",15,27,2014
Texas A&M University,43,46.8,50.2,48.6,47.5,47.2,"50,657",21.4,9,2014
Georgetown University,51.9,43.6,25.6,62.3,71.9,47,"15,408",8.5,14,2014
University College Dublin,27.1,79.6,29,77,33.1,46.7,"22,193",24.5,23,2014
University of Iowa,44.2,29.3,31.6,70.4,-,46.7,"27,526",11.6,11,2014
University of Leicester,32.5,81.6,32.9,66.9,33.7,46.7,"14,541",13.4,35,2014
Brandeis University,28.8,50.6,24.3,86.5,36.8,46.6,"5,495",12.6,22,2014
Pompeu Fabra University,27,51.7,27.1,85.2,37.3,46.6,"10,901",18.3,13,2014
University of Antwerp,34.5,61.1,33.2,64.1,100,46.6,"12,346",30.3,16,2014
University of Auckland,26.7,88,33.5,67,74.5,46.6,"29,787",18.9,28,2014
University of Western Australia,34.6,88.6,34.7,58,63.3,46.4,"20,851",20.7,27,2014
University of Liverpool,31.1,75,31.2,70.3,37.7,46.3,"18,815",13.6,30,2014
University of Twente,32.7,65.5,43.8,54.3,81.8,46.2,"6,631",12,26,2014
University of Vienna,35.8,89.5,36.1,57.4,29.3,46.2,"34,651",20.5,25,2014
UniversitÌ© Catholique de Louvain,30.1,63.4,35.3,67.5,57.8,46.1,"28,856",42,19,2014
Yeshiva University,47.3,25.6,20.6,77.5,-,46.1,"6,753",5.5,7,2014
University of Delaware,27,37.1,35.5,73.6,98.1,46,"19,262",15.9,10,2014
University of East Anglia,27.2,72.3,24,81.7,29.5,46,"14,992",14.7,28,2014
University at Buffalo,40.2,55.4,39.3,56.2,39.4,45.9,"25,668",19,19,2014
UniversitÌ© Libre de Bruxelles,22.7,77.5,30.4,77.8,-,45.9,"23,819",26.1,32,2014
Paris Diderot University ‰ÛÒ Paris 7,24,67,19.1,90.2,29.1,45.8,"27,756",14.8,17,2014
Stony Brook University,32.5,57.8,22.9,80.3,32.3,45.8,"21,908",10.9,24,2014
Wake Forest University,36.1,23.7,21.8,85.1,38.8,45.7,"7,326",4.6,5,2014
Rensselaer Polytechnic Institute,30.7,35.6,35.5,71.5,65.6,45.6,"6,671",15,16,2014
University of Bonn,35.8,54.2,20.4,80.7,-,45.6,"32,474",70.4,13,2014
Iowa State University,35.6,38.8,32.4,71.5,28.2,45.5,"29,991",17.4,11,2014
Northeastern University,34.5,48.5,19.8,82,34.5,45.4,"18,539",15.1,26,2014
University of Miami,43.2,32.9,25.8,71.5,-,45.3,"15,286",5.7,14,2014
University of Oslo,32.4,70.3,33,65.4,32.5,45.3,"27,139",18.8,18,2014
University of Ottawa,36.5,62.4,34.8,60.6,41.6,45.3,"36,733",26.3,15,2014
University of Aberdeen,27.9,83.6,26.8,71.3,45.1,45.2,"12,938",15.8,33,2014
University of Texas at Dallas,25.5,46.8,28.6,81.2,44.4,45.2,"16,306",22.8,23,2014
Yonsei University,44.5,35,47,44.2,70.1,45.1,"24,774",11.6,14,2014
Hebrew University of Jerusalem,42.8,52.9,37,54.3,33.3,45,"17,612",10.7,5,2014
University of Illinois at Chicago,45.5,43.3,34.9,56.2,31.1,45,"24,313",9.2,17,2014
Mines ParisTech,41.6,58.7,22.5,62.7,99.1,44.9,"1,283",5.6,22,2014
George Washington University,45.6,36,26.3,65.9,30,44.8,"20,541",12,16,2014
University of Reading,36,70.6,34.1,58.7,34.4,44.8,"12,050",14.8,28,2014
University of Dundee,22.5,65.7,21.4,84.9,46.5,44.7,"11,628",15.3,25,2014
Florida Institute of Technology,15.9,61.5,14.5,99,44.7,44.6,"4,408",13.7,26,2014
Newcastle University,29.7,76.3,28.3,68.1,36.9,44.5,"20,174",15.2,29,2014
Bo€ÙaziÌ_i University,20.5,49.8,22.8,88.2,45.9,44.3,"11,506",25,7,2014
Tel Aviv University,39.9,43.3,48.3,44.8,44.7,44.3,"23,977",24.4,4,2014
"Birkbeck, University of London",31.3,83.5,27.4,59.9,29,-,"9,454",17.2,38,2014
Cardiff University,28,70.6,30.9,64.6,34.4,-,"23,347",13.1,23,2014
City University of Hong Kong,30.9,65.9,33.5,60.2,55.7,-,"10,015",7.1,28,2014
Fudan University,41.6,37.9,31.9,54.1,46.7,-,"32,175",12.2,11,2014
Goethe University Frankfurt,28.9,56.4,20.4,80.7,39.8,-,"31,861",9.3,15,2014
Istanbul Technical University,26.2,35.7,19.2,82.3,68.2,-,"34,550",16,5,2014
Korea University,46.2,35.5,42.2,41.1,70.3,-,"24,043",15.8,14,2014
Laval University,37.7,54,29.1,59.3,68.5,-,"27,227",16.2,12,2014
Middle East Technical University,39.2,31.2,30,56.4,57,-,"25,779",22.2,7,2014
Nagoya University,37.4,28,32.1,55.1,80.6,-,"15,529",7.9,10,2014
"St George‰Ûªs, University of London",20.5,57.3,22.9,84.1,30.6,-,"2,958",13.4,17,2014
Sungkyunkwan University (SKKU),37.6,33.7,38.8,45.8,98.6,-,"24,365",20.3,9,2014
Technion Israel Institute of Technology,35.1,59.7,37.2,48.9,36.2,-,"13,855",19.4,4,2014
Tokyo Metropolitan University,19.3,29.4,9.6,100,31,-,"9,303",9.9,4,2014
Ulm University,38.6,54.6,20.6,68.4,51.1,-,"9,187",11.2,10,2014
University of Adelaide,28.7,78.2,34.3,56.8,54.1,-,"20,771",30.1,26,2014
University of Bergen,30.8,62.9,28.2,66.6,34.7,-,"11,623",11.1,12,2014
University of Calgary,32.8,62.9,30.2,56.8,45.4,-,"28,341",16.5,17,2014
University of Gothenburg,23.4,47.1,35.8,64.1,38,-,"26,420",16.4,12,2014
University of Innsbruck,25.2,91.4,17.2,70.6,40.2,-,"18,209",16.9,39,2014
University of Science and Technology of China,38.7,25.8,26.1,69.6,69.4,-,"14,290",7.9,2,2014
University of Strasbourg,25.2,69.2,21.1,76.6,32,-,"46,208",17.8,21,2014
University of Trento,27.2,54.7,22.9,71.5,42.8,-,"16,841",43.2,8,2014
University of TÌ_bingen,31.1,56.6,21.6,71.8,32.3,-,"28,327",38.9,12,2014
University of Victoria,18.1,67,28.5,75.5,30.1,-,"17,581",21.5,11,2014
William & Mary,37.2,26,18.5,73.6,31.9,-,"7,867",11.8,7,2014
Autonomous University of Barcelona,30.6,48.3,28,64.2,39.1,-,"30,538",12.3,10,2014
Bilkent University,24.4,43.7,26,69.2,46.6,-,,,0,2014
Georgia Health Sciences University,47.2,30.8,12.1,63.5,-,-,,,0,2014
Lomonosov Moscow State University,54.4,55.7,36.6,27,72.2,-,"30,822",7.7,20,2014
Panjab University,25.8,29.3,14,84.7,28.4,-,"16,691",23.9,1,2014
Queen‰Ûªs University,36.2,59.8,29.5,51.6,63.5,-,"20,488",22.1,10,2014
Renmin University of China,35.5,48.4,13.4,69.6,40.4,-,"24,954",12.7,6,2014
Simon Fraser University,22,58.4,27.9,66.7,41.8,-,"26,640",28.3,19,2014
Technical University of Darmstadt,37.6,66.3,30.7,43.3,88,-,"20,300",53.6,18,2014
Tilburg University,32,57.6,45.7,39,55.5,-,"7,576",22.4,10,2014
Tulane University,43,29,20.6,61.1,-,-,"11,381",8.4,8,2014
University of Barcelona,24.5,45,24.7,74.9,30.3,-,"47,491",12.2,10,2014
University of Cincinnati,31.8,25.4,22.3,69.3,36.5,-,"36,108",15.7,6,2014
University of Erlangen-Nuremberg,32.7,49.6,16.5,71.8,47.5,-,"36,146",53.9,9,2014
University of Kiel,29.7,44.2,22.7,69.5,39.8,-,"24,444",23.8,8,2014
University of Konstanz,27,58.9,30.7,59.9,59.5,-,"10,930",59.1,12,2014
University of Milan-Bicocca,25.2,42.8,23.3,76,35.3,-,"33,370",72.5,5,2014
University of MÌ_nster,30,45.1,18.2,70.7,39.5,-,"39,838",46.1,8,2014
University of Otago,24.6,84.8,26.9,56.9,37.6,-,"18,600",20.3,21,2014
University of SÌ£o Paulo,47.2,24.9,50.8,29.4,40.1,-,"81,402",14.6,4,2014
University of the Witwatersrand,22.4,68.2,29.3,55.8,99,-,"23,321",18.6,9,2014
University of Trieste,19.1,49.8,15,86.7,32.9,-,"18,135",25.8,9,2014
University of Turin,26.1,39.7,20.9,72.7,41.9,-,"67,552",66,6,2014
University of Waterloo,28.9,62,37.4,47.7,38.5,-,"30,726",24.2,14,2014
University of Western Ontario,37.3,62.7,33.7,45.1,52.3,-,"27,387",20.7,16,2014
University of WÌ_rzburg,27.1,47.4,16,77,30.4,-,"26,576",38.4,8,2014
Vienna University of Technology,39.2,72.4,30.8,40.9,66.6,-,"26,419",52,27,2014
Brunel University London,21.6,89.1,19.1,64.6,34.1,-,"12,613",17.6,38,2014
Dalhousie University,32.6,59.1,28.8,50.3,67.1,-,"15,064",14.4,18,2014
Hong Kong Polytechnic University,28.4,62.6,35.7,48.4,40.3,-,"22,064",25.9,26,2014
Medical University of Vienna,25.9,69.4,15.9,68.3,33.7,-,"7,426",2.9,28,2014
